Epoch,Train_loss,val_loss
1,1.0079090618995346,0.9541474403598338
2,0.9139224205810997,0.9020526564504409
3,0.8940350154100001,0.8929269751995182
4,0.8857954118063817,0.884880438042829
5,0.8789539918475655,0.8773781770494506
6,0.8738209825167333,0.8719088671616639
7,0.8700353417409876,0.8683989008692905
8,0.8651176104944213,0.8643992368021925
9,0.861580613739371,0.8633211129906648
10,0.8593168600089924,0.8589892711585863
11,0.8568919798035246,0.8561287763446516
12,0.8546131976772667,0.853540954199126
13,0.8518454284462172,0.8523970660350995
14,0.850656119540085,0.8499636164766923
15,0.8484335825388302,0.8474937449764963
16,0.8471467084220641,0.8458792971697576
17,0.8447532825143697,0.8451293776404819
18,0.8432307554102807,0.8418221086932078
19,0.8418147484670829,0.8402466094297838
20,0.8400967569464333,0.8398838857663045
21,0.8384108021221349,0.8397151704070701
22,0.8376232133326933,0.8385479917668014
23,0.8368558499678932,0.8353428387905176
24,0.833796019547198,0.837423115438129
25,0.8340194803684445,0.8349062008994308
26,0.8324315923144849,0.8317752592426931
27,0.8318870798870381,0.8325490171577248
28,0.8299642202194576,0.8323315561777223
29,0.8291992868545177,0.829471841798901
30,0.827222620281664,0.8297884190079416
31,0.8257826126888864,0.8294443726660757
32,0.8246192079617422,0.8286863261390491
33,0.8239881419702758,0.8245212088065694
34,0.8215715458697082,0.8242139446861824
35,0.8200689953778227,0.821661438047353
36,0.8179992076047349,0.8209548003856695
37,0.8143169735316842,0.8176916251056121
38,0.8126057163044875,0.813563769065465
39,0.8097978315207737,0.8116382279783422
40,0.8078269478796493,0.8101254056304584
41,0.8058683873350487,0.8046966052295176
42,0.8026045860103058,0.805932998744593
43,0.8001856682705153,0.8029280811908371
44,0.7965406396223619,0.8024134331629876
45,0.7943447269730645,0.7924111060911317
46,0.7921608484217342,0.7928753245482781
47,0.790901635134301,0.8029837600685735
48,0.7873377185320489,0.7916773771191924
49,0.7865764732493987,0.7855887957390887
50,0.7840827465588742,0.7831743457810355
51,0.7816457270412257,0.7838119314985338
52,0.778450545021766,0.7768540853250702
53,0.7776770887932946,0.7790257972373164
54,0.7742433079304353,0.7762458736456948
55,0.7735317388770675,0.774694841424893
56,0.7700525957773889,0.7729516223117889
57,0.7683612312562296,0.7755279331319108
58,0.7652419847223012,0.7651763881001834
59,0.7628339580747716,0.7660779962815203
60,0.7613960613397777,0.7635767629354987
61,0.7578987764861754,0.7621043428688368
62,0.7560845652265824,0.756492589725598
63,0.7545895575400676,0.7533143809124756
64,0.7524341750479175,0.756625391266372
65,0.7498941387662896,0.750235693008872
66,0.7485154197666886,0.7601045686808608
67,0.7471242729258428,0.7454225497425941
68,0.7445998437363027,0.7576138523522084
69,0.7436622554716263,0.7583571075309624
70,0.7431500609540407,0.7401137535325738
71,0.7408883123682571,0.7455926091724104
72,0.7401045098326832,0.7486480623823809
73,0.7384110022928363,0.7455335154378779
74,0.7372519354650394,0.7412969163535927
75,0.7358027189690248,0.7423507150560623
76,0.7348417428956476,0.7388482596061584
77,0.7339646802171407,0.7445432276829587
78,0.7332553871583138,0.7422403410359273
79,0.7318058555324005,0.7326329528587058
80,0.7314885566795392,0.733859696141151
81,0.729177903787289,0.7330345350294227
82,0.7281998271827597,0.7341598290417735
83,0.729250342272494,0.7327874809040847
84,0.7284173440453716,0.7354986119158935
85,0.7287474723324708,0.7341492747086543
86,0.727337986084602,0.7314579149696747
87,0.725862159654029,0.7345459267253033
88,0.7246102424180295,0.7322299527290276
89,0.7245907854656198,0.7341322715254339
90,0.7249570747623981,0.7255057670361987
91,0.723904794443536,0.7259615853033361
92,0.7233855511566305,0.7269620429731577
93,0.7227666119821704,0.7265538986505561
94,0.7231694890787083,0.7225219748491271
95,0.7217849494725681,0.7211223740653876
96,0.7224154762279507,0.7223149508376566
97,0.7203572009055285,0.7282748381847793
98,0.7190787885863512,0.7267101716150463
99,0.7182013446602475,0.7248276228711847
100,0.7187620715374108,0.7245551548919544
101,0.7177795508702923,0.7171632878039538
102,0.7192396888864585,0.7274052686802374
103,0.7181069855876147,0.7196637533928107
104,0.7169080238607595,0.7211186621001604
105,0.7163612925509533,0.7208626232045374
106,0.7160055939780842,0.72712739870112
107,0.7158511866216275,0.722688432369096
108,0.715334963135204,0.7162259721424945
109,0.7156965171993726,0.7184067859649851
110,0.7154936443474019,0.7182872830327466
111,0.7142627595164075,0.728758016537841
