Epoch,Train_loss,val_loss
1,0.9436062600416288,0.8997311792868574
2,0.8870866043520609,0.8884109581011306
3,0.8790053051095318,0.8855019599743592
4,0.8738419219506216,0.8759482644387169
5,0.8697866832855617,0.8723001052478834
6,0.8663608415003725,0.869802501122572
7,0.8635933625629633,0.8655610217210051
8,0.8612385605675326,0.8637150263902437
9,0.859171132650379,0.8627265948063427
10,0.8574596922308605,0.8611617917401637
11,0.8559609988226458,0.8604218207534647
12,0.8544981665354509,0.8603226004278884
13,0.853287549588791,0.8572780150964345
14,0.852095116775108,0.8567703660759748
15,0.8510443333557833,0.8544252705255088
16,0.8497979434910838,0.855925827106134
17,0.8489074029178699,0.854484718625189
18,0.8478674075488868,0.8543443995571327
19,0.8469555376338811,0.8541696933135956
20,0.8459547554200172,0.8514060747110247
21,0.8450566084748153,0.8529284824534411
22,0.8442925297179973,0.8502469040825965
23,0.8434237227854298,0.8509569361802154
24,0.8427284612208337,0.848275750079811
25,0.8420802858006385,0.848935674048825
26,0.8413621873198548,0.8487175610166824
27,0.8407107821696935,0.8483003526659455
28,0.8399845797903092,0.8472301373636205
29,0.8395168986274675,0.8468561468082992
30,0.8388503950761229,0.8459692145312319
31,0.8381602791404796,0.8461260605688328
32,0.8377023098759823,0.8478182923674018
33,0.8371745107727998,0.844780106379008
34,0.8367119569925499,0.8455285015269486
35,0.8361524204316009,0.8428959156205328
36,0.8356188881842898,0.8450695292639394
37,0.8351056847553029,0.8453649657639196
38,0.8347231585344795,0.844156343303744
39,0.8341510191438061,0.8429365898305111
40,0.833692841956879,0.8412378649797648
41,0.8332013417970968,0.841501591072303
42,0.8327706172557774,0.8415977877167311
43,0.8322109138259185,0.8413667819637705
44,0.8317020013631385,0.8401233430322439
45,0.8310422395300018,0.841680843905561
46,0.8305253598794,0.840599793352693
47,0.8299438958336449,0.8407098724815136
48,0.8294777155291142,0.8407669619901919
49,0.8288561224766775,0.8412828378829029
50,0.8279359371054203,0.8383122776373422
51,0.8275495637559975,0.8382964118998786
52,0.8267316629994537,0.8384927566382864
53,0.8261443621900887,0.8378613292470258
54,0.8253722165707412,0.8371376992188845
55,0.8246320939372493,0.8387691038666152
56,0.8238685102320557,0.8345968233809964
57,0.8230586530465431,0.8341793404399577
58,0.8223350780203076,0.8326452972834376
59,0.8213235834906012,0.83036530213567
60,0.8205624746204847,0.8310571843229903
61,0.8197090747094716,0.831615119173658
62,0.8187946986350386,0.8294550807680294
63,0.8176798820354972,0.8297192899210906
64,0.8166793195734212,0.8306335047729476
65,0.815545454424561,0.8271472781615821
66,0.8144919875974616,0.8249417352274466
67,0.813556899383223,0.8234719107829358
68,0.812256016393705,0.8242681594605527
69,0.8112181819691131,0.8223908528440715
70,0.8099997853559848,0.8214253585519594
71,0.8088213010057674,0.8194336286200194
72,0.8074789184044372,0.8187999099341264
73,0.8061915834049033,0.8167053764563983
74,0.804756890789793,0.8132771199239972
75,0.8035582000062563,0.8125665768369232
76,0.8021983042184138,0.8141761949448514
77,0.8007008875738345,0.8104237552986787
78,0.7993485200906023,0.8073958958884315
79,0.7977092379184116,0.8068543869083378
80,0.7965406015782945,0.805429189115911
81,0.7948161795843771,0.8072393713920359
82,0.7937629386757178,0.8019130430020256
83,0.7922182813621077,0.8048128151187306
84,0.791067721351598,0.7974313522552807
85,0.7898080165030834,0.7997642218796125
86,0.7884593834135898,0.7985032424075124
87,0.787092317035036,0.7967037969051709
88,0.7858083542742897,0.7977542575407546
89,0.7846535427185295,0.7952776283150966
90,0.7836853680372866,0.7912868446002733
91,0.7825130507150849,0.7909405872548746
92,0.7814425535949694,0.7887610000899904
93,0.7805976430073983,0.7902577702555822
94,0.7793995811944067,0.7891313459990664
95,0.7784484861700872,0.7924568623603004
96,0.777445720824752,0.790490945307737
97,0.7767571862923124,0.7902457044355135
98,0.7756507109547911,0.7858141635270209
99,0.7753669414531031,0.7880622281659705
100,0.7743121321702642,0.7888029008407111
101,0.7742536383042254,0.7859219545562959
102,0.7735415022364234,0.7865131460870182
103,0.7727523732694239,0.7806765031771021
104,0.7723370099565965,0.7826026371551924
105,0.771807113831583,0.7821816210417059
106,0.7717738707730861,0.7831689249107091
107,0.7707492661674267,0.7855107845977236
108,0.770358269536302,0.7824325535284454
109,0.769808107401693,0.7830240236154644
110,0.7697890997221253,0.779937858978167
111,0.7692844815355886,0.7788480268073936
112,0.7689425716090877,0.7809918962112896
113,0.7683240084602485,0.7798114978084196
114,0.7681882125052069,0.7876632187160132
115,0.7675406475118588,0.7790073438884452
116,0.767601344243827,0.7821378846376654
117,0.7672165024078891,0.7790674341815376
118,0.7670107560176114,0.7823785502379504
119,0.7662627357088184,0.7803859212778562
120,0.7659615404074226,0.7810838756314054
121,0.7656319326933181,0.778385691195374
122,0.7652202430352997,0.7800095092810482
123,0.765368318157132,0.7792373554456734
124,0.7648899406027427,0.7801173137016423
125,0.7647978563176044,0.7752847509423015
126,0.7642618129197343,0.7788437674138984
127,0.7642497227362262,0.778523890406988
128,0.7638443564862297,0.7806825608602377
129,0.7636570103551983,0.7852766181030412
